,Date,visitor_neutral,PTS,home_neutral,PTS
26,2020-12-06,New Hampshire,58,Quinnipiac,64
27,2020-12-06,North Carolina Wesleyan,57,Appalachian State,81
28,2020-12-06,Oklahoma,82,TCU,78
29,2020-12-06,Pepperdine,60,San Diego State,65
30,2020-12-06,Quincy,61,Southern Illinois,102
31,2020-12-06,Seattle,75,Long Beach State,80
32,2020-12-06,Seton Hall,98,Penn State,92
33,2020-12-06,Southern Wesleyan,85,Mercer,96
34,2020-12-06,St. Ambrose,53,Drake,97
35,2020-12-06,Stanford,78,North Carolina A&T,46
36,2020-12-06,Stetson,40,Florida,86
37,2020-12-06,Stony Brook,66,St. John's (NY),89
38,2020-12-06,Tennessee Tech,75,Western Carolina,76
39,2020-12-06,Texas-Rio Grande Valley,68,Texas A&M,81
40,2020-12-06,Troy,55,Alabama-Birmingham,77
41,2020-12-06,Wyoming,76,Oregon State,73
42,2020-12-06,Xavier,77,Cincinnati,69
0,2020-12-07,Wofford,72,Richmond,77
1,2020-12-07,Adrian,42,Western Michigan,62
2,2020-12-07,Bethesda University (CA),43,Cal State Bakersfield,94
3,2020-12-07,Chattanooga,80,Middle Tennessee,70
4,2020-12-07,Columbia International,57,Citadel,96
5,2020-12-07,Eastern Washington,52,Oregon,69
6,2020-12-07,Fairfield,54,Hartford,67
7,2020-12-07,Florida Atlantic,79,North Florida,77
8,2020-12-07,George Washington,81,UMBC,92
9,2020-12-07,Hampton,64,Norfolk State,76
10,2020-12-07,Lewis,62,Bradley,95
11,2020-12-07,Lipscomb,77,Southeast Missouri State,82
12,2020-12-07,Loyola Marymount,58,UCSB,69
13,2020-12-07,Morehead State,68,Eastern Kentucky,71
14,2020-12-07,North Carolina Central,71,Coastal Carolina,78
15,2020-12-07,UNC Wilmington,78,East Carolina,88
16,2020-12-07,Northern Arizona,53,Arizona,96
17,2020-12-07,South Carolina State,40,Charlotte,78
18,2020-12-07,William Jessup,64,Nevada,86
0,2020-12-08,UNC,80,Iowa,93
1,2020-12-08,Creighton,72,Kansas,73
2,2020-12-08,Illinois,83,Duke,68
3,2020-12-08,Colorado,47,Tennessee,56
4,2020-12-08,Penn State,75,Virginia Tech,55
5,2020-12-08,Syracuse,69,Rutgers,79
6,2020-12-08,Ohio State,90,Notre Dame,85
7,2020-12-08,Austin Peay,57,Murray State,87
8,2020-12-08,Ball State,79,Northern Illinois,70
9,2020-12-08,Boston College,80,Minnesota,85
10,2020-12-08,Bryant,101,St. Francis (NY),82
11,2020-12-08,UC-Irvine,56,USC,91
12,2020-12-08,Campbell,80,Jacksonville,78
13,2020-12-08,Carver College,59,Charleston Southern,94
14,2020-12-08,Central Arkansas,65,Saint Louis,88
15,2020-12-08,Central Connecticut,94,Fairleigh Dickinson,87
16,2020-12-08,College of Idaho,64,Utah State,90
17,2020-12-08,Coppin State,48,Georgetown,80
18,2020-12-08,Delaware,61,UMBC,76
19,2020-12-08,Florida National University,57,New Orleans,74
20,2020-12-08,Fort Hays State,81,Kansas State,68
21,2020-12-08,Green Bay,68,Marquette,82
22,2020-12-08,Greensboro,65,VMI,100
23,2020-12-08,Idaho State,59,Utah,75
24,2020-12-08,Jackson State,59,Mississippi State,82
25,2020-12-08,Kent State,80,Detroit,66
26,2020-12-08,Lincoln (PA),62,La Salle,80
27,2020-12-08,Louisiana State-Alexandria,75,Louisiana,90
28,2020-12-08,Mississippi Valley State,57,Memphis,94
29,2020-12-08,Montana,50,Georgia,63
30,2020-12-08,Morgan State,83,Iona,72
31,2020-12-08,North Carolina A&T,60,Longwood,77
32,2020-12-08,Northern Kentucky,60,Dayton,66
33,2020-12-08,Northwest University,48,Portland State,88
34,2020-12-08,Oral Roberts,78,Oklahoma State,83
35,2020-12-08,Purdue,54,Miami (FL),58
36,2020-12-08,Rider,79,St. John's (NY),82
37,2020-12-08,Saint Francis (PA),57,Mount St. Mary's,75
38,2020-12-08,Stetson,62,South Florida,73
39,2020-12-08,Tennessee State,64,Belmont,79
40,2020-12-08,UTEP,61,Saint Mary's,73
41,2020-12-08,Truman State,66,Indiana State,80
42,2020-12-08,Wagner,45,Seton Hall,78
43,2020-12-08,Westminster (UT),73,Weber State,85
44,2020-12-08,William Carey,67,South Alabama,80
0,2020-12-09,Stephen F. Austin,52,Baylor,83
1,2020-12-09,Rhode Island,62,Wisconsin,73
2,2020-12-09,Texas State,53,Texas,74
3,2020-12-09,Abilene Christian,44,Texas Tech,51
4,2020-12-09,Northern Iowa,68,Richmond,78
5,2020-12-09,Indiana,67,Florida State,69
6,2020-12-09,Adrian,35,Eastern Michigan,95
7,2020-12-09,Arkansas-Pine Bluff,75,Arkansas State,74
8,2020-12-09,Arlington Baptist,43,Tarleton State,84
9,2020-12-09,Boise State,74,BYU,70
10,2020-12-09,Bryant,91,St. Francis (NY),93
11,2020-12-09,Cal State Bakersfield,60,Arizona,85
12,2020-12-09,California,62,Pepperdine,74
13,2020-12-09,Campbell,79,New Orleans,70
14,2020-12-09,Carver College,51,Citadel,102
15,2020-12-09,Central Connecticut,71,Fairleigh Dickinson,79
16,2020-12-09,Chattanooga,77,Bellarmine,68
17,2020-12-09,Chicago State,51,Loyola (IL),88
18,2020-12-09,Colorado Christian,62,Northern Colorado,87
19,2020-12-09,Denver,61,Wyoming,83
20,2020-12-09,Eastern Illinois,65,Evansville,68
21,2020-12-09,Florida A&M,66,Oregon,87
22,2020-12-09,Florida National University,69,Jacksonville,78
23,2020-12-09,Fresno Pacific,79,San Jose State,87
24,2020-12-09,Furman,73,Cincinnati,78
25,2020-12-09,Georgia Tech,75,Nebraska,64
26,2020-12-09,Idaho,58,Washington State,61
27,2020-12-09,Lamar,63,Louisiana-Monroe,60
28,2020-12-09,Liberty,60,Missouri,69
29,2020-12-09,Mars Hill,50,Radford,98
30,2020-12-09,Marshall,84,College of Charleston,72
31,2020-12-09,Maryland,51,Clemson,67
32,2020-12-09,McKendree,66,Drake,90
33,2020-12-09,North Carolina A&T,59,VCU,95
34,2020-12-09,Oklahoma,77,Xavier,99
35,2020-12-09,Pitt,71,Northwestern,70
36,2020-12-09,Point Park,52,Youngstown State,72
37,2020-12-09,Providence,79,TCU,70
38,2020-12-09,San Diego,56,UCLA,83
39,2020-12-09,Santa Clara,76,Cal Poly,69
40,2020-12-09,Seattle,41,Washington,73
41,2020-12-09,Southeast Missouri State,74,Lipscomb,80
42,2020-12-09,Southeastern Louisiana,69,Louisiana Tech,78
43,2020-12-09,Southern,44,Arkansas,79
44,2020-12-09,SIU-Edwardsville,58,Valparaiso,80
45,2020-12-09,Southern Miss,38,Tulane,58
46,2020-12-09,Southern Utah,81,Utah Valley,71
47,2020-12-09,St. Andrews,66,UNC Wilmington,116
48,2020-12-09,Stony Brook,67,Hofstra,72
49,2020-12-09,Toledo,71,Michigan,91
50,2020-12-09,Transylvania,55,Morehead State,77
51,2020-12-09,Tuskegee,64,Alabama-Birmingham,89
52,2020-12-09,Western Illinois,57,Miami (OH),67
0,2020-12-10,San Diego State,80,Arizona State,68
1,2020-12-10,UC-Riverside,74,Northern Arizona,50
2,2020-12-10,Florida National University,92,Campbell,122
3,2020-12-10,Gardner-Webb,84,Western Kentucky,86
4,2020-12-10,Jackson State,45,Ole Miss,80
5,2020-12-10,LeTourneau,65,Sam Houston State,107
6,2020-12-10,Long Beach State,62,San Francisco,107
7,2020-12-10,Mercyhurst,64,Buffalo,81
8,2020-12-10,UMKC,61,Minnesota,90
9,2020-12-10,Mt. St. Joseph,55,Western Illinois,80
10,2020-12-10,New Orleans,70,Jacksonville,77
11,2020-12-10,UNC Greensboro,80,Coppin State,86
12,2020-12-10,North Dakota,75,South Dakota,71
13,2020-12-10,North Dakota State,75,South Dakota State,77
14,2020-12-10,North Florida,67,East Carolina,73
15,2020-12-10,Portland,87,Oregon State,86
16,2020-12-10,Purdue Northwest,72,Ohio,92
17,2020-12-10,St. Katherine,47,California Baptist,93
18,2020-12-10,Texas-Rio Grande Valley,68,Texas A&M-Corpus Christi,64
19,2020-12-10,Transylvania,55,Morehead State,81
20,2020-12-10,Troy,62,North Alabama,57
0,2020-12-11,Iowa State,77,Iowa,105
1,2020-12-11,Omaha,50,Kansas,95
2,2020-12-11,Nebraska,74,Creighton,98
3,2020-12-11,Villanova,76,Georgetown,63
4,2020-12-11,North Texas,50,West Virginia,62
5,2020-12-11,Appalachian State,61,Charlotte,57
6,2020-12-11,Central Baptist,69,Arkansas State,81
7,2020-12-11,Champion Christian,60,Houston Baptist,93
8,2020-12-11,College of Idaho,56,Eastern Washington,80
9,2020-12-11,George Washington,65,Delaware,68
10,2020-12-11,Georgia Southern,45,Davidson,77
11,2020-12-11,Hardin-Simmons,66,Texas-Arlington,91
12,2020-12-11,Hawaii Pacific,50,Hawaii,83
13,2020-12-11,Iona,70,Fairfield,42
14,2020-12-11,LeTourneau,60,Texas Southern,103
15,2020-12-11,Marist,72,Canisius,81
16,2020-12-11,Marquette,60,UCLA,69
17,2020-12-11,Milwaukee,75,Kansas State,76
18,2020-12-11,Mt. St. Joseph,64,Miami (OH),79
19,2020-12-11,Murray State,66,Southern Illinois,70
20,2020-12-11,Nevada,77,Grand Canyon,87
21,2020-12-11,Niagara,54,St. Peter's,70
22,2020-12-11,Northeastern,79,UMass,94
23,2020-12-11,Regis,58,Northern Colorado,83
24,2020-12-11,Rider,82,Manhattan,64
25,2020-12-11,San Jose State,61,Saint Mary's,96
26,2020-12-11,South Carolina State,63,College of Charleston,90
27,2020-12-11,South Dakota,67,North Dakota State,74
28,2020-12-11,South Dakota State,74,North Dakota,62
29,2020-12-11,St. John's (NY),68,Seton Hall,77
0,2020-12-12,Illinois,78,Missouri,81
1,2020-12-12,Cincinnati,56,Tennessee,65
2,2020-12-12,North Carolina Central,67,UNC,73
3,2020-12-12,Texas A&M-Corpus Christi,57,Texas Tech,77
4,2020-12-12,Florida,71,Florida State,83
5,2020-12-12,Alabama-Birmingham,65,ETSU,61
6,2020-12-12,Arkansas-Pine Bluff,56,Tulane,67
7,2020-12-12,Belmont,81,Lipscomb,71
8,2020-12-12,Bethesda University (CA),48,Idaho State,87
9,2020-12-12,Cal State Northridge,89,Pepperdine,84
10,2020-12-12,UCSB,76,Loyola Marymount,81
11,2020-12-12,Carver College,53,McNeese State,96
12,2020-12-12,Cedarville,49,Akron,97
13,2020-12-12,Central Arkansas,75,Arkansas,100
14,2020-12-12,Champion Christian,44,Northwestern State,77
15,2020-12-12,Clemson,64,Alabama,56
16,2020-12-12,Colorado State-Pueblo,77,Colorado State,89
17,2020-12-12,Columbia International,26,Liberty,73
18,2020-12-12,Covenant,57,Middle Tennessee,76
19,2020-12-12,Dalton State,62,Kennesaw State,72
20,2020-12-12,Detroit,67,Western Michigan,57
21,2020-12-12,Dixie State,73,Denver,70
22,2020-12-12,Flagler,61,Furman,86
23,2020-12-12,Florida A&M,54,Oklahoma,85
24,2020-12-12,Florida Gulf Coast,66,Miami (FL),62
25,2020-12-12,Florida International,77,North Florida,80
26,2020-12-12,Florida Memorial,49,Florida Atlantic,112
27,2020-12-12,Fresno Pacific,71,California Baptist,110
28,2020-12-12,Gardner-Webb,50,Pitt,67
29,2020-12-12,Greensboro,45,Coastal Carolina,103
30,2020-12-12,High Point,67,UNC Asheville,80
31,2020-12-12,Idaho,66,Cal State Bakersfield,76
32,2020-12-12,Illinois State,66,Ball State,82
33,2020-12-12,Indiana State,68,Purdue,80
34,2020-12-12,Iona,52,Fairfield,67
35,2020-12-12,La Salle,58,Drexel,48
36,2020-12-12,Louisiana Tech,56,Louisiana,61
37,2020-12-12,Marist,56,Canisius,52
38,2020-12-12,McMurry,46,Abilene Christian,83
39,2020-12-12,Memphis,71,Auburn,74
40,2020-12-12,Mississippi State,82,Dayton,85
41,2020-12-12,UMKC,57,Toledo,64
42,2020-12-12,Niagara,49,St. Peter's,53
43,2020-12-12,UNC Wilmington,58,Ole Miss,78
44,2020-12-12,North Dakota State,53,North Dakota,52
45,2020-12-12,North Georgia,63,Chattanooga,81
46,2020-12-12,Notre Dame,64,Kentucky,63
47,2020-12-12,Oklahoma State,67,Wichita State,64
48,2020-12-12,Old Dominion,54,VCU,77
49,2020-12-12,Oregon,74,Washington,71
50,2020-12-12,Our Lady of the Lake,61,Texas State,58
51,2020-12-12,Rider,77,Manhattan,87
52,2020-12-12,Samford,75,Georgia,79
53,2020-12-12,South Alabama,76,Southern Miss,75
54,2020-12-12,South Dakota State,78,South Dakota,91
55,2020-12-12,Southwestern Christian,58,Oral Roberts,111
56,2020-12-12,Stephen F. Austin,55,Louisiana-Monroe,66
57,2020-12-12,Stony Brook,72,Bryant,81
58,2020-12-12,Syracuse,101,Boston College,63
59,2020-12-12,Tennessee State,66,IUPUI,69
60,2020-12-12,TCU,73,Texas A&M,55
61,2020-12-12,UTEP,61,Arizona,69
62,2020-12-12,Transylvania,60,Eastern Kentucky,81
63,2020-12-12,Utah,64,BYU,82
64,2020-12-12,Valparaiso,79,Central Michigan,84
65,2020-12-12,Western Carolina,104,North Carolina A&T,98
66,2020-12-12,Western Illinois,88,Eastern Illinois,92
67,2020-12-12,Winthrop,95,USC Upstate,77
68,2020-12-12,Wofford,56,South Florida,58
69,2020-12-12,Wyoming,93,Utah Valley,88
70,2020-12-12,Yellowstone Christian,42,Montana,102
0,2020-12-13,Northern Illinois,53,Iowa,106
1,2020-12-13,Oakland,91,Michigan State,109
2,2020-12-13,Richmond,71,West Virginia,87
3,2020-12-13,Cleveland State,61,Ohio State,67
4,2020-12-13,Arizona State,71,Grand Canyon,70
5,2020-12-13,Air Force,53,Drake,81
6,2020-12-13,Central Baptist,44,Troy,61
7,2020-12-13,Hampton,64,VMI,79
8,2020-12-13,High Point,84,UNC Asheville,90
9,2020-12-13,Jacksonville,60,South Carolina State,58
10,2020-12-13,Jacksonville State,73,Tennessee Tech,67
11,2020-12-13,Loyola (IL),77,UIC,66
12,2020-12-13,UMBC,66,Coppin State,49
13,2020-12-13,UMass,75,Northeastern,78
14,2020-12-13,Mercer,77,Georgia Southern,75
15,2020-12-13,Milwaukee,71,Western Michigan,63
16,2020-12-13,Mississippi Valley State,41,Vanderbilt,84
17,2020-12-13,New Mexico,72,Rice,61
18,2020-12-13,Norfolk State,47,UNC Greensboro,64
19,2020-12-13,North Alabama,52,Indiana,87
20,2020-12-13,Northern Kentucky,73,Kent State,92
21,2020-12-13,Northwest University,40,Seattle,89
22,2020-12-13,Ohio,67,Marshall,81
23,2020-12-13,Penn State,58,Michigan,62
24,2020-12-13,Portland State,60,Washington State,69
25,2020-12-13,Rhode Island,65,Western Kentucky,68
26,2020-12-13,San Diego Christian,70,Cal State Fullerton,94
27,2020-12-13,San Francisco,70,California,72
28,2020-12-13,San Jose State,71,Cal Poly,75
29,2020-12-13,St. John's (NY),94,Georgetown,97
30,2020-12-13,Weber State,59,Boise State,70
31,2020-12-13,Winthrop,107,USC Upstate,77
32,2020-12-13,Wright State,85,Bowling Green State,67
33,2020-12-13,Yellowstone Christian,74,Montana State,114
34,2020-12-13,Youngstown State,79,Binghamton,65
0,2020-12-14,Marquette,89,Creighton,84
1,2020-12-14,Rutgers,74,Maryland,60
2,2020-12-14,Arlington Baptist,64,McNeese State,110
3,2020-12-14,Carver College,46,Presbyterian,85
4,2020-12-14,Central Arkansas,54,Ole Miss,68
5,2020-12-14,Eastern Kentucky,62,Morehead State,75
6,2020-12-14,Longwood,66,Radford,67
7,2020-12-14,McKendree,68,Austin Peay,82
8,2020-12-14,Nevada,79,San Diego,72
9,2020-12-14,Northern Arizona,52,Colorado State,91
10,2020-12-14,Northern Colorado,45,Colorado,81
11,2020-12-14,Sam Houston State,66,LSU,88
12,2020-12-14,St. Francis (IL),39,Central Michigan,91
13,2020-12-14,Texas A&M-International,51,Texas-Rio Grande Valley,89
14,2020-12-14,West Virginia Tech,66,Youngstown State,80
15,2020-12-14,William & Mary,85,George Washington,84
0,2020-12-15,Appalachian State,38,Tennessee,79
1,2020-12-15,Loyola (IL),63,Wisconsin,77
2,2020-12-15,Minnesota,65,Illinois,92
3,2020-12-15,Georgia Tech,61,Florida State,74
4,2020-12-15,Clemson,60,Virginia Tech,66
5,2020-12-15,Arkansas-Pine Bluff,56,North Texas,81
6,2020-12-15,Arlington Baptist,50,McNeese State,114
7,2020-12-15,Bacone,65,Oral Roberts,96
8,2020-12-15,Bethel (TN),60,UT-Martin,95
9,2020-12-15,Buffalo,90,Miami (OH),62
10,2020-12-15,Campbellsville,72,VMI,106
11,2020-12-15,Carver College,27,Georgia Southern,92
12,2020-12-15,Charlotte,63,Davidson,52
13,2020-12-15,Chicago State,62,Illinois State,91
14,2020-12-15,Coastal Carolina,77,Wofford,88
15,2020-12-15,College of Idaho,74,Portland,88
16,2020-12-15,Eastern Washington,75,Saint Mary's,80
17,2020-12-15,Florida A&M,76,Austin Peay,70
18,2020-12-15,Florida Atlantic,69,Stetson,78
19,2020-12-15,Fresno Pacific,65,Santa Clara,88
20,2020-12-15,Furman,80,Alabama,83
21,2020-12-15,Gardner-Webb,60,ETSU,65
22,2020-12-15,Hofstra,96,Monmouth,88
23,2020-12-15,Houston Baptist,79,Rice,90
24,2020-12-15,Indiana State,59,Saint Louis,78
25,2020-12-15,Jackson State,58,Louisiana Tech,85
26,2020-12-15,Kansas State,74,Iowa State,65
27,2020-12-15,Longwood,53,Radford,62
28,2020-12-15,New Orleans,63,Louisiana,73
29,2020-12-15,Our Lady of the Lake,65,New Mexico,104
30,2020-12-15,Point Park,39,Stony Brook,83
31,2020-12-15,Quincy,48,Northwestern,100
32,2020-12-15,South Carolina State,52,Liberty,82
33,2020-12-15,USC Upstate,57,UNC Greensboro,65
34,2020-12-15,Southeast Missouri State,63,Evansville,66
35,2020-12-15,Southeastern Louisiana,52,Texas A&M,69
36,2020-12-15,Southern Miss,66,Lamar,63
37,2020-12-15,St. Bonaventure,81,Akron,74
38,2020-12-15,St. Francis (NY),91,Central Connecticut,86
39,2020-12-15,Stanford,82,Cal State Northridge,71
40,2020-12-15,Texas A&M-Corpus Christi,46,Texas State,51
41,2020-12-15,Texas Southern,63,Auburn,80
42,2020-12-15,Transylvania,49,Murray State,90
43,2020-12-15,Trevecca Nazarene,45,Lipscomb,61
44,2020-12-15,Utah Valley,67,Utah,75
45,2020-12-15,Western Carolina,68,VCU,93
46,2020-12-15,Wichita State,69,Tulsa,65
0,2020-12-16,Butler,66,Villanova,85
1,2020-12-16,Sam Houston State,63,Texas,79
2,2020-12-16,Ohio State,60,Purdue,67
3,2020-12-16,Duke,75,Notre Dame,65
4,2020-12-16,Campbell,56,Elon,66
5,2020-12-16,Carver College,38,Liberty,91
6,2020-12-16,Central Arkansas,65,Mississippi State,81
7,2020-12-16,Concordia (CA),68,Pepperdine,91
8,2020-12-16,East Carolina,55,SMU,70
9,2020-12-16,Flagler,81,South Alabama,103
10,2020-12-16,Florida International,85,Florida Gulf Coast,69
11,2020-12-16,Grambling,78,Louisiana-Monroe,61
12,2020-12-16,Hardin-Simmons,73,Abilene Christian,95
13,2020-12-16,Kennesaw State,53,Belmont,64
14,2020-12-16,LIU,75,Sacred Heart,55
15,2020-12-16,UMass,85,La Salle,66
16,2020-12-16,Memphis,80,Tulane,74
17,2020-12-16,Mercer,81,Georgia State,88
18,2020-12-16,Ole Miss,70,Middle Tennessee,51
19,2020-12-16,Montana,66,Washington,58
20,2020-12-16,Omaha,49,Colorado,91
21,2020-12-16,UNC Asheville,66,Chattanooga,69
22,2020-12-16,Northeastern,56,Syracuse,62
23,2020-12-16,Northern Colorado,83,Denver,75
24,2020-12-16,Oral Roberts,65,Oklahoma,79
25,2020-12-16,Pitt,70,Miami (FL),55
26,2020-12-16,Richmond,78,Vanderbilt,67
27,2020-12-16,Samford,71,Troy,79
28,2020-12-16,San Diego,70,Cal Poly,61
29,2020-12-16,South Florida,74,Cincinnati,71
30,2020-12-16,Southern,46,Alabama-Birmingham,88
31,2020-12-16,St. Francis (NY),59,Central Connecticut,78
32,2020-12-16,Tennessee Tech,50,Jacksonville State,74
33,2020-12-16,TCU,77,Oklahoma State,76
34,2020-12-16,UTEP,76,Arizona State,63
35,2020-12-16,UTSA,61,Oregon State,73
36,2020-12-16,Toledo,96,Marshall,87
37,2020-12-16,Wagner,62,Bryant,74
38,2020-12-16,William Jewell,64,Missouri State,73
39,2020-12-16,William & Mary,75,Hampton,58
0,2020-12-17,Kansas,58,Texas Tech,57
1,2020-12-17,Creighton,94,St. John's (NY),76
2,2020-12-17,UC-Irvine,48,Loyola Marymount,51
3,2020-12-17,Campbellsville,54,Eastern Kentucky,118
4,2020-12-17,College of Idaho,54,Seattle,78
5,2020-12-17,Columbia International,54,ETSU,96
6,2020-12-17,Crowley's Ridge,51,North Alabama,99
7,2020-12-17,Dallas Christian,48,Texas-Arlington,109
8,2020-12-17,Delaware State,73,Coastal Carolina,99
9,2020-12-17,Dixie State,78,Southern Utah,85
10,2020-12-17,Doane College,64,Nebraska,110
11,2020-12-17,Greensboro,47,Appalachian State,87
12,2020-12-17,Houston Baptist,55,North Texas,85
13,2020-12-17,Jackson State,60,Bradley,83
14,2020-12-17,LeTourneau,58,New Mexico,90
15,2020-12-17,LIU,72,Sacred Heart,87
16,2020-12-17,Omaha,78,Wyoming,82
17,2020-12-17,NC State,69,Saint Louis,80
18,2020-12-17,North Dakota,64,Southern Illinois,85
19,2020-12-17,Purdue Northwest,71,Valparaiso,89
20,2020-12-17,SAGU Amer. Indian Coll.,54,Idaho State,89
21,2020-12-17,St. Joseph's,77,Drexel,81
22,2020-12-17,San Francisco,64,Oregon,74
23,2020-12-17,Seton Hall,70,Marquette,63
24,2020-12-17,Wagner,75,Bryant,81
0,2020-12-18,Iowa State,65,West Virginia,70
1,2020-12-18,Tennessee Tech,49,Tennessee,103
2,2020-12-18,BYU,72,San Diego State,62
3,2020-12-18,Air Force,57,Nevada,74
4,2020-12-18,Alice Lloyd,63,Coastal Carolina,86
5,2020-12-18,Belmont,88,Tennessee State,63
6,2020-12-18,Bethesda University (CA),64,Southern Utah,98
7,2020-12-18,Bowling Green State,85,Robert Morris,65
8,2020-12-18,Carver College,57,Georgia State,122
9,2020-12-18,Central Michigan,61,Western Michigan,76
10,2020-12-18,Champion Christian,50,Little Rock,78
11,2020-12-18,Chicago State,54,Northern Illinois,64
12,2020-12-18,Columbia International,41,Appalachian State,77
13,2020-12-18,Davidson,67,Rhode Island,58
14,2020-12-18,Dickinson State (ND),51,Montana,78
15,2020-12-18,Drake,75,South Dakota,57
16,2020-12-18,Emporia State,57,Wichita State,73
17,2020-12-18,Fairfield,51,Niagara,68
18,2020-12-18,Florida A&M,64,Georgia Tech,74
19,2020-12-18,Greensboro,45,North Carolina A&T,91
20,2020-12-18,Hampton,76,Howard,81
21,2020-12-18,Idaho,41,Utah,79
22,2020-12-18,Iona,70,Rider,56
23,2020-12-18,Montana State,54,Washington State,82
24,2020-12-18,UNC Wilmington,80,Norfolk State,72
25,2020-12-18,North Dakota,50,Southern Illinois,62
26,2020-12-18,Northern Colorado,50,Utah State,63
27,2020-12-18,Northwestern State,55,Tulsa,82
28,2020-12-18,Richmond,75,Loyola (IL),73
29,2020-12-18,SAGU Amer. Indian Coll.,46,Idaho State,113
30,2020-12-18,St. Peter's,76,Monmouth,78
31,2020-12-18,South Carolina State,56,Presbyterian,62
32,2020-12-18,SIU-Edwardsville,69,Morehead State,65
33,2020-12-18,UT-Martin,69,Southeast Missouri State,67
34,2020-12-18,VMI,77,Gardner-Webb,88
35,2020-12-18,Webber,39,Florida Gulf Coast,112
36,2020-12-18,Weber State,94,Portland State,66
37,2020-12-18,Western Carolina,76,College of Charleston,70
0,2020-12-19,Iowa,88,Gonzaga,99
1,2020-12-19,Baylor,100,Kansas State,69
2,2020-12-19,St. Joseph's,68,Villanova,88
3,2020-12-19,Louisville,48,Wisconsin,85
4,2020-12-19,UCF,86,Florida State,74
5,2020-12-19,UCLA,70,Ohio State,77
6,2020-12-19,UNC,75,Kentucky,63
7,2020-12-19,Arizona,75,Stanford,78
8,2020-12-19,Ball State,57,Indiana State,67
9,2020-12-19,Bethesda University (CA),69,Dixie State,90
10,2020-12-19,Buffalo,96,Syracuse,107
11,2020-12-19,Butler,60,Indiana,68
12,2020-12-19,Cal Poly,52,Loyola Marymount,76
13,2020-12-19,Cal State Northridge,56,California,87
